Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1646042038,10,,Aggregated,13.500000,0.000000,200,220,240,250,400,460,480,500,640,640,640,205,0,200.0,208.91253869285276,72.94438800090575,638.4108450001804,66590.0
1646042039,10,,Aggregated,16.200000,0.000000,200,230,250,320,430,480,740,830,870,870,870,228,0,200.0,232.53995459662403,72.94438800090575,866.274407999299,66590.0
1646042040,10,,Aggregated,19.000000,0.000000,210,240,310,350,470,540,640,830,870,870,870,256,0,210.0,247.0771610470166,72.94438800090575,866.274407999299,66590.0
1646042041,10,,Aggregated,21.000000,0.000000,210,250,320,370,470,540,640,830,870,870,870,286,0,210.0,255.77525718892082,72.94438800090575,866.274407999299,66590.0
1646042042,10,,Aggregated,23.400000,0.000000,220,290,330,400,490,540,620,760,870,870,870,313,0,220.0,265.74602496173367,72.94438800090575,866.274407999299,66590.0
1646042043,10,,Aggregated,25.200000,0.000000,220,300,350,400,490,540,620,760,870,870,870,343,0,220.0,270.7902712712411,72.94438800090575,866.274407999299,66590.0
1646042044,10,,Aggregated,26.600000,0.000000,220,310,360,430,500,540,570,760,870,870,870,371,0,220.0,278.35095985452705,72.94438800090575,866.274407999299,66590.0
1646042045,10,,Aggregated,27.100000,0.000000,230,320,370,440,500,540,570,760,870,870,870,399,0,230.0,282.24430279457044,72.94438800090575,866.274407999299,66590.0
1646042046,10,,Aggregated,27.200000,0.000000,240,320,400,460,510,550,750,860,1000,1000,1000,415,0,240.0,295.6437206121424,72.94438800090575,1029.600729001686,66590.0
1646042047,10,,Aggregated,27.200000,0.000000,240,330,400,470,530,560,760,860,1000,1000,1000,441,0,240.0,301.48604987309943,72.94438800090575,1029.600729001686,66590.0
1646042048,10,,Aggregated,26.800000,0.000000,250,340,420,470,540,560,750,860,1000,1000,1000,469,0,250.0,306.0904619830633,72.94438800090575,1029.600729001686,66590.0
1646042049,10,,Aggregated,26.300000,0.000000,260,340,430,470,530,560,750,860,1000,1000,1000,497,0,260.0,308.75674550918643,72.94438800090575,1029.600729001686,66590.0
1646042050,10,,Aggregated,26.000000,0.000000,280,350,440,470,530,550,740,840,1000,1000,1000,526,0,270.0,311.38901496402616,72.94438800090575,1029.600729001686,66590.0
1646042051,10,,Aggregated,26.700000,0.000000,280,350,430,470,530,550,690,840,1000,1000,1000,557,0,280.0,311.53406735022236,72.94438800090575,1029.600729001686,66590.0
1646042052,10,,Aggregated,26.900000,0.000000,280,350,430,470,520,550,690,840,1000,1000,1000,584,0,280.0,313.3020381970485,72.94438800090575,1029.600729001686,66590.0
1646042053,10,,Aggregated,26.800000,0.000000,280,360,430,470,520,550,660,830,1000,1000,1000,616,0,280.0,314.60856774688125,72.94438800090575,1029.600729001686,66590.0
1646042054,10,,Aggregated,27.200000,0.000000,280,360,440,470,520,550,660,830,1000,1000,1000,645,0,280.0,315.41500968539697,72.94438800090575,1029.600729001686,66590.0
1646042055,10,,Aggregated,27.000000,0.000000,290,360,440,470,520,560,640,830,1000,1000,1000,672,0,290.0,317.6745601935766,72.94438800090575,1029.600729001686,66590.0
1646042056,10,,Aggregated,27.300000,0.000000,290,360,440,470,520,550,640,760,1000,1000,1000,702,0,290.0,318.3944976553851,72.94438800090575,1029.600729001686,66590.0
1646042057,10,,Aggregated,27.400000,0.000000,290,360,440,470,520,550,640,760,1000,1000,1000,730,0,290.0,319.0446400699616,72.94438800090575,1029.600729001686,66590.0
1646042058,10,,Aggregated,27.900000,0.000000,290,370,450,470,530,560,620,760,1000,1000,1000,756,0,290.0,322.3121086694081,72.94438800090575,1029.600729001686,66590.0
1646042059,10,,Aggregated,28.700000,0.000000,290,370,450,480,530,570,620,760,1000,1000,1000,782,0,290.0,324.1985191804078,72.94438800090575,1029.600729001686,66590.0
1646042060,10,,Aggregated,28.700000,0.000000,290,370,450,480,520,560,620,760,1000,1000,1000,811,0,290.0,324.71837904571345,72.94438800090575,1029.600729001686,66590.0
1646042061,10,,Aggregated,28.500000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,837,0,300.0,327.3377702163276,72.94438800090575,1029.600729001686,66590.0
1646042062,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042063,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042064,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042065,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042066,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042067,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042068,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042069,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042070,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042071,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042072,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042073,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042074,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042075,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042076,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042077,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042078,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042079,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042080,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042081,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042082,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042083,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042084,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042085,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042086,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042087,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042088,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042089,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042090,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042091,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042092,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042093,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042094,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042095,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042096,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042097,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042098,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042099,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042100,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042101,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042102,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042103,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042104,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042105,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042106,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042107,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042108,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042109,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042110,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042111,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042112,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042113,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042114,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042115,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042116,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042117,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042118,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042119,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042120,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042121,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042122,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042123,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042124,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042125,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042126,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042127,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042128,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042129,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042130,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042131,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042132,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042133,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042134,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042135,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042136,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042137,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042138,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042139,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042140,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042141,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042142,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042143,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042144,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042145,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042146,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042147,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042148,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042149,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042151,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042152,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042153,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042154,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042155,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042156,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042157,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042158,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042159,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042160,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042161,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042162,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042163,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042164,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042165,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042166,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042167,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042168,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042169,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042170,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042171,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042172,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042173,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042174,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042175,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042176,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042177,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042178,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042179,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042180,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042181,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042182,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042183,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
1646042184,0,,Aggregated,28.600000,0.000000,300,380,460,480,530,570,640,760,1000,1000,1000,851,0,300.0,327.45998996247545,72.94438800090575,1029.600729001686,66590.0
